semana,sku,stock_cajas,demanda_semana,reabasto_cajas,dias_inventario,quiebre_stock,merma_cajas,punto_reorden
2024-10-28,SKU018,650,137,0,33.2,0,2,411
2024-11-04,SKU018,473,175,0,18.9,0,0,525
2024-11-11,SKU018,350,123,0,19.9,0,0,369
2024-11-18,SKU018,891,148,689,42.1,0,0,444
2024-11-25,SKU018,704,187,0,26.4,0,3,561
2024-12-02,SKU018,468,233,0,14.1,0,1,699
2024-12-09,SKU018,1812,197,1542,64.4,0,8,591
2024-12-16,SKU018,1616,188,0,60.2,0,10,564
2024-12-23,SKU018,1503,103,0,102.1,0,3,309
2024-12-30,SKU018,1437,63,0,159.6,0,10,189
2023-01-02,SKU019,467,75,411,43.6,0,3,225
2023-01-09,SKU019,392,72,0,38.1,0,0,216
2023-01-16,SKU019,331,61,0,38.0,0,2,183
2023-01-23,SKU019,306,23,0,93.1,0,0,69
2023-01-30,SKU019,256,50,0,35.8,0,1,150
2023-02-06,SKU019,1087,123,955,61.9,0,7,369
2023-02-13,SKU019,1014,66,0,107.5,0,6,198
2023-02-20,SKU019,967,41,0,165.1,0,1,123
2023-02-27,SKU019,839,127,0,46.2,0,6,381
2023-03-06,SKU019,717,116,0,43.3,0,3,348
2023-03-13,SKU019,608,106,0,40.1,0,0,318
2023-03-20,SKU019,544,64,0,59.5,0,0,192
2023-03-27,SKU019,452,92,0,34.4,0,0,276
2023-04-03,SKU019,367,85,0,30.2,0,2,255
2023-04-10,SKU019,249,116,0,15.0,0,0,348
2023-04-17,SKU019,198,51,0,27.2,0,0,153
2023-04-24,SKU019,658,98,558,47.0,0,1,294
2023-05-01,SKU019,1845,333,1521,38.8,0,1,999
2023-05-08,SKU019,1625,219,0,51.9,0,10,657
2023-05-15,SKU019,1381,234,0,41.3,0,6,702
2023-05-22,SKU019,1121,254,0,30.9,0,7,762
2023-05-29,SKU019,978,136,0,50.3,0,6,408
2023-06-05,SKU019,842,130,0,45.3,0,3,390
2023-06-12,SKU019,659,180,0,25.6,0,4,540
2023-06-19,SKU019,585,70,0,58.5,0,1,210
2023-06-26,SKU019,2117,254,1787,58.3,0,2,762
2023-07-03,SKU019,2024,91,0,155.7,0,8,273
2023-07-10,SKU019,1927,89,0,151.5,0,6,267
2023-07-17,SKU019,1661,260,0,44.7,0,7,780
2023-07-24,SKU019,1476,178,0,58.0,0,5,534
2023-07-31,SKU019,1355,116,0,81.8,0,5,348
2023-08-07,SKU019,1235,115,0,75.2,0,3,345
2023-08-14,SKU019,1078,154,0,49.0,0,8,462
2023-08-21,SKU019,887,183,0,33.9,0,3,549
2023-08-28,SKU019,734,150,0,34.3,0,4,450
2023-09-04,SKU019,592,138,0,30.0,0,1,414
2023-09-11,SKU019,544,47,0,81.0,0,3,141
2023-09-18,SKU019,424,117,0,25.4,0,1,351
2023-09-25,SKU019,334,89,0,26.3,0,1,267
2023-10-02,SKU019,238,95,0,17.5,0,1,285
2023-10-09,SKU019,797,122,682,45.7,0,0,366
2023-10-16,SKU019,735,62,0,83.0,0,4,186
2023-10-23,SKU019,612,119,0,36.0,0,0,357
2023-10-30,SKU019,556,56,0,69.5,0,3,168
2023-11-06,SKU019,490,63,0,54.4,0,1,189
2023-11-13,SKU019,447,42,0,74.5,0,1,126
2023-11-20,SKU019,386,60,0,45.0,0,0,180
2023-11-27,SKU019,342,44,0,54.4,0,0,132
2023-12-04,SKU019,274,68,0,28.2,0,1,204
2023-12-11,SKU019,220,53,0,29.1,0,1,159
2023-12-18,SKU019,176,43,0,28.6,0,0,129
2023-12-25,SKU019,128,48,0,18.7,0,0,144
2024-01-01,SKU019,96,32,0,21.0,0,0,96
2024-01-08,SKU019,65,31,0,14.7,0,0,93
2024-01-15,SKU019,324,59,318,38.4,0,1,177
2024-01-22,SKU019,266,57,0,32.7,0,0,171
2024-01-29,SKU019,205,61,0,23.5,0,1,183
2024-02-05,SKU019,137,67,0,14.3,0,0,201
2024-02-12,SKU019,550,88,501,43.7,0,0,264
2024-02-19,SKU019,464,86,0,37.8,0,1,258
2024-02-26,SKU019,321,142,0,15.8,0,2,426
2024-03-04,SKU019,864,146,691,41.4,0,1,438
2024-03-11,SKU019,760,103,0,51.6,0,4,309
2024-03-18,SKU019,667,89,0,52.5,0,4,267
2024-03-25,SKU019,610,53,0,80.6,0,0,159
2024-04-01,SKU019,486,124,0,27.4,0,3,372
2024-04-08,SKU019,388,95,0,28.6,0,0,285
2024-04-15,SKU019,333,55,0,42.4,0,0,165
2024-04-22,SKU019,234,99,0,16.5,0,1,297
2024-04-29,SKU019,1222,206,1195,41.5,0,1,618
2024-05-06,SKU019,1052,169,0,43.6,0,2,507
2024-05-13,SKU019,906,144,0,44.0,0,5,432
2024-05-20,SKU019,664,237,0,19.6,0,4,711
2024-05-27,SKU019,2099,243,1682,60.5,0,2,729
2024-06-03,SKU019,1846,251,0,51.5,0,7,753
2024-06-10,SKU019,1642,197,0,58.3,0,6,591
2024-06-17,SKU019,1423,213,0,46.8,0,2,639
2024-06-24,SKU019,1149,272,0,29.6,0,2,816
2024-07-01,SKU019,1046,101,0,72.5,0,8,303
2024-07-08,SKU019,886,152,0,40.8,0,0,456
2024-07-15,SKU019,738,148,0,34.9,0,3,444
2024-07-22,SKU019,630,105,0,42.0,0,4,315
2024-07-29,SKU019,441,185,0,16.7,0,2,555
2024-08-05,SKU019,1688,213,1462,55.5,0,5,639
2024-08-12,SKU019,1603,80,0,140.3,0,1,240
2024-08-19,SKU019,1447,155,0,65.3,0,1,465
2024-08-26,SKU019,1311,135,0,68.0,0,1,405
2024-09-02,SKU019,1235,75,0,115.3,0,6,225
2024-09-09,SKU019,1092,137,0,55.8,0,7,411
2024-09-16,SKU019,1024,61,0,117.5,0,6,183
2024-09-23,SKU019,891,127,0,49.1,0,1,381
2024-09-30,SKU019,809,81,0,69.9,0,2,243
2024-10-07,SKU019,710,97,0,51.2,0,4,291
2024-10-14,SKU019,597,109,0,38.3,0,1,327
2024-10-21,SKU019,460,136,0,23.7,0,1,408
2024-10-28,SKU019,389,70,0,38.9,0,1,210
2024-11-04,SKU019,313,75,0,29.2,0,2,225
2024-11-11,SKU019,221,90,0,17.2,0,1,270
2024-11-18,SKU019,189,31,0,42.7,0,1,93
2024-11-25,SKU019,149,39,0,26.7,0,0,117
2024-12-02,SKU019,322,50,223,45.1,0,2,150
2024-12-09,SKU019,266,54,0,34.5,0,1,162
2024-12-16,SKU019,240,25,0,67.2,0,1,75
2024-12-23,SKU019,188,51,0,25.8,0,0,153
2024-12-30,SKU019,170,18,0,66.1,0,0,54
2023-01-02,SKU020,601,101,495,41.7,0,0,303
2023-01-09,SKU020,553,48,0,80.6,0,1,144
2023-01-16,SKU020,501,51,0,68.8,0,2,153
2023-01-23,SKU020,473,26,0,127.3,0,3,78
2023-01-30,SKU020,400,70,0,40.0,0,1,210
2023-02-06,SKU020,278,121,0,16.1,0,0,363
2023-02-13,SKU020,232,46,0,35.3,0,1,138
2023-02-20,SKU020,155,76,0,14.3,0,0,228
2023-02-27,SKU020,123,32,0,26.9,0,0,96
2023-03-06,SKU020,489,70,436,48.9,0,0,210
2023-03-13,SKU020,411,78,0,36.9,0,2,234
2023-03-20,SKU020,306,103,0,20.8,0,2,309
2023-03-27,SKU020,854,104,654,57.5,0,4,312
2023-04-03,SKU020,741,109,0,47.6,0,5,327
2023-04-10,SKU020,662,74,0,62.6,0,2,222
2023-04-17,SKU020,561,99,0,39.7,0,0,297
2023-04-24,SKU020,427,134,0,22.3,0,2,402
2023-05-01,SKU020,341,84,0,28.4,0,0,252
2023-05-08,SKU020,263,78,0,23.6,0,1,234
2023-05-15,SKU020,200,62,0,22.6,0,0,186
2023-05-22,SKU020,476,72,348,46.3,0,2,216
2023-05-29,SKU020,362,112,0,22.6,0,0,336
2023-06-05,SKU020,326,36,0,63.4,0,0,108
2023-06-12,SKU020,259,67,0,27.1,0,1,201
2023-06-19,SKU020,1008,118,868,59.8,0,3,354
2023-06-26,SKU020,886,119,0,52.1,0,0,357
2023-07-03,SKU020,871,15,0,365.0,0,1,45
2023-07-10,SKU020,813,57,0,99.8,0,1,171
2023-07-17,SKU020,729,83,0,61.5,0,3,249
2023-07-24,SKU020,644,82,0,55.0,0,0,246
2023-07-31,SKU020,558,86,0,45.4,0,2,258
2023-08-07,SKU020,478,78,0,42.9,0,0,234
2023-08-14,SKU020,402,76,0,37.0,0,0,228
2023-08-21,SKU020,1649,217,1464,53.2,0,8,651
2023-08-28,SKU020,1604,37,0,303.4,0,6,111
2023-09-04,SKU020,1559,39,0,279.8,0,7,117
2023-09-11,SKU020,1444,108,0,93.6,0,7,324
2023-09-18,SKU020,1350,87,0,108.6,0,6,261
2023-09-25,SKU020,1210,134,0,63.2,0,7,402
2023-10-02,SKU020,1126,77,0,102.4,0,5,231
2023-10-09,SKU020,1062,59,0,126.0,0,5,177
2023-10-16,SKU020,997,60,0,116.3,0,5,180
2023-10-23,SKU020,870,122,0,49.9,0,4,366
2023-10-30,SKU020,602,264,0,16.0,0,1,792
2023-11-06,SKU020,501,100,0,35.1,0,2,300
2023-11-13,SKU020,2313,277,2091,58.4,0,18,831
2023-11-20,SKU020,2153,142,0,106.1,0,5,426
2023-11-27,SKU020,1998,150,0,93.2,0,9,450
2023-12-04,SKU020,1875,114,0,115.1,0,9,342
2023-12-11,SKU020,1739,127,0,95.8,0,7,381
2023-12-18,SKU020,1649,83,0,139.1,0,7,249
2023-12-25,SKU020,1574,68,0,162.0,0,7,204
2024-01-01,SKU020,1478,89,0,116.2,0,5,267
2024-01-08,SKU020,1395,78,0,125.2,0,2,234
2024-01-15,SKU020,1317,76,0,121.3,0,3,228
2024-01-22,SKU020,1194,120,0,69.6,0,5,360
2024-01-29,SKU020,1115,74,0,105.5,0,5,222
2024-02-05,SKU020,1034,76,0,95.2,0,1,228
2024-02-12,SKU020,985,48,0,143.6,0,2,144
2024-02-19,SKU020,836,147,0,39.8,0,1,441
2024-02-26,SKU020,804,31,0,181.5,0,4,93
2024-03-04,SKU020,704,96,0,51.3,0,0,288
2024-03-11,SKU020,648,56,0,81.0,0,1,168
2024-03-18,SKU020,525,122,0,30.1,0,0,366
2024-03-25,SKU020,457,68,0,47.0,0,1,204
2024-04-01,SKU020,348,108,0,22.6,0,0,324
2024-04-08,SKU020,298,50,0,41.7,0,1,150
2024-04-15,SKU020,910,150,763,42.5,0,6,450
2024-04-22,SKU020,738,166,0,31.1,0,4,498
2024-04-29,SKU020,558,176,0,22.2,0,0,528
2024-05-06,SKU020,400,158,0,17.7,0,1,474
2024-05-13,SKU020,300,99,0,21.2,0,1,297
2024-05-20,SKU020,229,70,0,22.9,0,0,210
2024-05-27,SKU020,688,77,536,62.5,0,4,231
2024-06-03,SKU020,547,137,0,27.9,0,1,411
2024-06-10,SKU020,435,111,0,27.4,0,3,333
2024-06-17,SKU020,351,81,0,30.3,0,2,243
2024-06-24,SKU020,238,111,0,15.0,0,0,333
2024-07-01,SKU020,163,75,0,15.2,0,0,225
2024-07-08,SKU020,612,133,582,32.2,0,4,399
2024-07-15,SKU020,517,91,0,39.8,0,1,273
2024-07-22,SKU020,448,68,0,46.1,0,2,204
2024-07-29,SKU020,307,139,0,15.5,0,2,417
2024-08-05,SKU020,1179,166,1040,49.7,0,3,498
2024-08-12,SKU020,1099,77,0,99.9,0,1,231
2024-08-19,SKU020,1063,35,0,212.6,0,1,105
2024-08-26,SKU020,1001,61,0,114.9,0,3,183
2024-09-02,SKU020,906,92,0,68.9,0,3,276
2024-09-09,SKU020,827,76,0,76.2,0,1,228
2024-09-16,SKU020,747,79,0,66.2,0,4,237
2024-09-23,SKU020,663,80,0,58.0,0,4,240
2024-09-30,SKU020,600,59,0,71.2,0,1,177
2024-10-07,SKU020,434,165,0,18.4,0,1,495
2024-10-14,SKU020,334,99,0,23.6,0,0,297
2024-10-21,SKU020,1184,153,1003,54.2,0,8,459
2024-10-28,SKU020,1130,46,0,171.9,0,0,138
2024-11-04,SKU020,1028,102,0,70.5,0,2,306
2024-11-11,SKU020,896,130,0,48.2,0,0,390
2024-11-18,SKU020,737,159,0,32.4,0,5,477
2024-11-25,SKU020,667,65,0,71.8,0,2,195
2024-12-02,SKU020,567,98,0,40.5,0,1,294
2024-12-09,SKU020,1990,244,1668,57.1,0,15,732
2024-12-16,SKU020,1884,91,0,144.9,0,15,273
2024-12-23,SKU020,1777,92,0,135.2,0,8,276
2024-12-30,SKU020,1747,22,0,365.0,0,7,66
2023-01-02,SKU021,632,95,486,46.6,0,3,285
2023-01-09,SKU021,544,85,0,44.8,0,2,255
2023-01-16,SKU021,436,106,0,28.8,0,2,318
2023-01-23,SKU021,354,80,0,31.0,0,0,240
2023-01-30,SKU021,1115,136,897,57.4,0,6,408
2023-02-06,SKU021,961,148,0,45.5,0,7,444
2023-02-13,SKU021,825,129,0,44.8,0,4,387
2023-02-20,SKU021,737,84,0,61.4,0,1,252
2023-02-27,SKU021,592,144,0,28.8,0,3,432
2023-03-06,SKU021,440,149,0,20.7,0,1,447
2023-03-13,SKU021,298,141,0,14.8,0,1,423
2023-03-20,SKU021,719,136,558,37.0,0,0,408
2023-03-27,SKU021,545,174,0,21.9,0,4,522
2023-04-03,SKU021,398,143,0,19.5,0,0,429
2023-04-10,SKU021,301,97,0,21.7,0,0,291
2023-04-17,SKU021,1519,213,1431,49.9,0,1,639
2023-04-24,SKU021,1373,145,0,66.3,0,7,435
2023-05-01,SKU021,1192,174,0,48.0,0,4,522
2023-05-08,SKU021,986,202,0,34.2,0,0,606
2023-05-15,SKU021,808,178,0,31.8,0,5,534
2023-05-22,SKU021,636,167,0,26.7,0,2,501
2023-05-29,SKU021,537,97,0,38.7,0,2,291
2023-06-05,SKU021,398,137,0,20.3,0,2,411
2023-06-12,SKU021,1603,173,1380,64.9,0,12,519
2023-06-19,SKU021,1467,124,0,82.8,0,9,372
2023-06-26,SKU021,1272,186,0,47.9,0,6,558
2023-07-03,SKU021,1154,112,0,72.1,0,1,336
2023-07-10,SKU021,960,193,0,34.8,0,7,579
2023-07-17,SKU021,749,204,0,25.7,0,0,612
2023-07-24,SKU021,572,177,0,22.6,0,3,531
2023-07-31,SKU021,1484,253,1168,41.1,0,6,759
2023-08-07,SKU021,1383,95,0,101.9,0,7,285
2023-08-14,SKU021,1167,209,0,39.1,0,0,627
2023-08-21,SKU021,981,186,0,36.9,0,5,558
2023-08-28,SKU021,845,131,0,45.2,0,2,393
2023-09-04,SKU021,631,212,0,20.8,0,4,636
2023-09-11,SKU021,505,122,0,29.0,0,0,366
2023-09-18,SKU021,372,133,0,19.6,0,2,399
2023-09-25,SKU021,1402,202,1234,48.6,0,0,606
2023-10-02,SKU021,1266,136,0,65.2,0,1,408
2023-10-09,SKU021,1162,103,0,79.0,0,8,309
2023-10-16,SKU021,929,225,0,28.9,0,1,675
2023-10-23,SKU021,773,155,0,34.9,0,1,465
2023-10-30,SKU021,538,234,0,16.1,0,3,702
2023-11-06,SKU021,1762,261,1488,47.3,0,3,783
2023-11-13,SKU021,1623,136,0,83.5,0,8,408
2023-11-20,SKU021,1442,173,0,58.3,0,5,519
2023-11-27,SKU021,1236,201,0,43.0,0,0,603
2023-12-04,SKU021,1010,226,0,31.3,0,0,678
2023-12-11,SKU021,824,186,0,31.0,0,3,558
2023-12-18,SKU021,636,185,0,24.1,0,1,555
2023-12-25,SKU021,2054,239,1658,60.2,0,11,717
2024-01-01,SKU021,1956,87,0,157.4,0,10,261
2024-01-08,SKU021,1836,110,0,116.8,0,0,330
2024-01-15,SKU021,1609,227,0,49.6,0,4,681
2024-01-22,SKU021,1440,165,0,61.1,0,7,495
2024-01-29,SKU021,1321,112,0,82.6,0,2,336
2024-02-05,SKU021,1193,126,0,66.3,0,2,378
2024-02-12,SKU021,1107,84,0,92.2,0,5,252
2024-02-19,SKU021,1019,83,0,85.9,0,6,249
2024-02-26,SKU021,890,123,0,50.6,0,4,369
2024-03-04,SKU021,755,131,0,40.3,0,1,393
2024-03-11,SKU021,684,70,0,68.4,0,0,210
2024-03-18,SKU021,573,111,0,36.1,0,1,333
2024-03-25,SKU021,444,128,0,24.3,0,3,384
2024-04-01,SKU021,318,123,0,18.1,0,0,369
2024-04-08,SKU021,1323,189,1194,49.0,0,7,567
2024-04-15,SKU021,1251,65,0,134.7,0,6,195
2024-04-22,SKU021,1152,93,0,86.7,0,5,279
2024-04-29,SKU021,993,154,0,45.1,0,4,462
2024-05-06,SKU021,797,192,0,29.1,0,0,576
2024-05-13,SKU021,624,173,0,25.2,0,1,519
2024-05-20,SKU021,1628,244,1249,46.7,0,5,732
2024-05-27,SKU021,1560,63,0,173.3,0,11,189
2024-06-03,SKU021,1309,240,0,38.2,0,8,720
2024-06-10,SKU021,1108,193,0,40.2,0,1,579
2024-06-17,SKU021,1041,66,0,110.4,0,0,198
2024-06-24,SKU021,924,117,0,55.3,0,5,351
2024-07-01,SKU021,790,129,0,42.9,0,3,387
2024-07-08,SKU021,616,171,0,25.2,0,4,513
2024-07-15,SKU021,456,156,0,20.5,0,0,468
2024-07-22,SKU021,382,74,0,36.1,0,1,222
2024-07-29,SKU021,278,103,0,18.9,0,0,309
2024-08-05,SKU021,611,96,429,44.5,0,2,288
2024-08-12,SKU021,515,94,0,38.3,0,3,282
2024-08-19,SKU021,358,154,0,16.3,0,0,462
2024-08-26,SKU021,292,66,0,31.0,0,1,198
2024-09-02,SKU021,1322,150,1181,61.7,0,8,450
2024-09-09,SKU021,1152,162,0,49.8,0,8,486
2024-09-16,SKU021,1090,54,0,141.3,0,8,162
2024-09-23,SKU021,929,153,0,42.5,0,2,459
2024-09-30,SKU021,765,162,0,33.1,0,3,486
2024-10-07,SKU021,621,141,0,30.8,0,2,423
2024-10-14,SKU021,447,172,0,18.2,0,0,516
2024-10-21,SKU021,1466,238,1257,43.1,0,9,714
2024-10-28,SKU021,1349,108,0,87.4,0,10,324
2024-11-04,SKU021,1085,254,0,29.9,0,5,762
2024-11-11,SKU021,881,199,0,31.0,0,2,597
2024-11-18,SKU021,766,113,0,47.4,0,3,339
2024-11-25,SKU021,574,189,0,21.3,0,1,567
2024-12-02,SKU021,2118,277,1822,53.5,0,10,831
2024-12-09,SKU021,1961,147,0,93.4,0,12,441
2024-12-16,SKU021,1876,73,0,179.9,0,5,219
2024-12-23,SKU021,1755,116,0,105.9,0,1,348
2024-12-30,SKU021,1728,26,0,365.0,0,12,78
2023-01-02,SKU022,656,94,513,48.8,0,5,282
2023-01-09,SKU022,586,65,0,63.1,0,0,195
2023-01-16,SKU022,481,105,0,32.1,0,0,315
2023-01-23,SKU022,359,122,0,20.6,0,1,366
2023-01-30,SKU022,277,81,0,23.9,0,0,243
2023-02-06,SKU022,743,99,565,52.5,0,0,297
2023-02-13,SKU022,695,48,0,101.3,0,2,144
2023-02-20,SKU022,572,121,0,33.1,0,3,363
2023-02-27,SKU022,516,53,0,68.1,0,3,159
2023-03-06,SKU022,382,131,0,20.4,0,2,393
2023-03-13,SKU022,1083,127,830,59.7,0,5,381
2023-03-20,SKU022,908,170,0,37.4,0,0,510
2023-03-27,SKU022,820,88,0,65.2,0,2,264
2023-04-03,SKU022,707,111,0,44.6,0,3,333
2023-04-10,SKU022,529,175,0,21.2,0,0,525
2023-04-17,SKU022,365,164,0,15.6,0,0,492
2023-04-24,SKU022,1312,203,1150,45.2,0,2,609
2023-05-01,SKU022,1166,144,0,56.7,0,5,432
2023-05-08,SKU022,956,205,0,32.6,0,0,615
2023-05-15,SKU022,823,133,0,43.3,0,2,399
2023-05-22,SKU022,695,126,0,38.6,0,4,378
2023-05-29,SKU022,554,137,0,28.3,0,1,411
2023-06-05,SKU022,449,104,0,30.2,0,1,312
2023-06-12,SKU022,1639,177,1368,64.8,0,10,531
2023-06-19,SKU022,1508,121,0,87.2,0,1,363
2023-06-26,SKU022,1313,194,0,47.4,0,7,582
2023-07-03,SKU022,1178,128,0,64.4,0,0,384
2023-07-10,SKU022,1107,71,0,109.1,0,2,213
2023-07-17,SKU022,952,153,0,43.6,0,4,459
2023-07-24,SKU022,793,155,0,35.8,0,2,465
2023-07-31,SKU022,700,91,0,53.8,0,3,273
2023-08-07,SKU022,526,171,0,21.5,0,1,513
2023-08-14,SKU022,355,170,0,14.6,0,0,510
2023-08-21,SKU022,283,72,0,27.5,0,0,216
2023-08-28,SKU022,193,90,0,15.0,0,0,270
2023-09-04,SKU022,670,139,616,33.7,0,1,417
2023-09-11,SKU022,542,127,0,29.9,0,0,381
2023-09-18,SKU022,428,114,0,26.3,0,3,342
2023-09-25,SKU022,1369,152,1096,63.0,0,0,456
2023-10-02,SKU022,1243,126,0,69.1,0,3,378
2023-10-09,SKU022,1086,154,0,49.4,0,5,462
2023-10-16,SKU022,977,104,0,65.8,0,1,312
2023-10-23,SKU022,853,123,0,48.5,0,5,369
2023-10-30,SKU022,674,174,0,27.1,0,1,522
2023-11-06,SKU022,509,164,0,21.7,0,1,492
2023-11-13,SKU022,1720,190,1402,63.4,0,3,570
2023-11-20,SKU022,1569,148,0,74.2,0,0,444
2023-11-27,SKU022,1432,137,0,73.2,0,4,411
2023-12-04,SKU022,1272,156,0,57.1,0,1,468
2023-12-11,SKU022,1010,261,0,27.1,0,6,783
2023-12-18,SKU022,821,183,0,31.4,0,2,549
2023-12-25,SKU022,641,178,0,25.2,0,2,534
2024-01-01,SKU022,570,69,0,57.8,0,2,207
2024-01-08,SKU022,445,123,0,25.3,0,1,369
2024-01-15,SKU022,347,97,0,25.0,0,1,291
2024-01-22,SKU022,819,122,595,47.0,0,4,366
2024-01-29,SKU022,624,191,0,22.9,0,1,573
2024-02-05,SKU022,553,70,0,55.3,0,1,210
2024-02-12,SKU022,503,49,0,71.8,0,3,147
2024-02-19,SKU022,347,153,0,15.9,0,1,459
2024-02-26,SKU022,1000,131,785,53.4,0,7,393
2024-03-04,SKU022,930,63,0,103.3,0,3,189
2024-03-11,SKU022,889,38,0,163.7,0,1,114
2024-03-18,SKU022,758,130,0,40.8,0,1,390
2024-03-25,SKU022,610,147,0,29.0,0,2,441
2024-04-01,SKU022,478,130,0,25.7,0,3,390
2024-04-08,SKU022,1314,200,1039,46.0,0,0,600
2024-04-15,SKU022,1117,197,0,39.7,0,3,591
2024-04-22,SKU022,1078,36,0,209.6,0,7,108
2024-04-29,SKU022,919,152,0,42.3,0,6,456
2024-05-06,SKU022,748,165,0,31.7,0,0,495
2024-05-13,SKU022,583,165,0,24.7,0,2,495
2024-05-20,SKU022,472,109,0,30.3,0,3,327
2024-05-27,SKU022,362,107,0,23.7,0,0,321
2024-06-03,SKU022,885,132,655,46.9,0,6,396
2024-06-10,SKU022,768,111,0,48.4,0,4,333
2024-06-17,SKU022,590,174,0,23.7,0,0,522
2024-06-24,SKU022,494,96,0,36.0,0,1,288
2024-07-01,SKU022,355,138,0,18.0,0,1,414
2024-07-08,SKU022,284,70,0,28.4,0,1,210
2024-07-15,SKU022,1220,173,1110,49.4,0,5,519
2024-07-22,SKU022,970,245,0,27.7,0,2,735
2024-07-29,SKU022,841,127,0,46.4,0,5,381
2024-08-05,SKU022,1803,305,1272,41.4,0,4,915
2024-08-12,SKU022,1698,101,0,117.7,0,4,303
2024-08-19,SKU022,1607,87,0,129.3,0,9,261
2024-08-26,SKU022,1470,128,0,80.4,0,2,384
2024-09-02,SKU022,1367,101,0,94.7,0,7,303
2024-09-09,SKU022,1279,81,0,110.5,0,3,243
2024-09-16,SKU022,1207,69,0,122.4,0,8,207
2024-09-23,SKU022,1161,38,0,213.8,0,8,114
2024-09-30,SKU022,1074,79,0,95.2,0,8,237
2024-10-07,SKU022,912,154,0,41.5,0,4,462
2024-10-14,SKU022,791,117,0,47.3,0,2,351
2024-10-21,SKU022,683,106,0,45.1,0,2,318
2024-10-28,SKU022,488,193,0,17.7,0,2,579
2024-11-04,SKU022,385,101,0,26.7,0,1,303
2024-11-11,SKU022,271,113,0,16.8,0,1,339
2024-11-18,SKU022,928,127,785,51.1,0,6,381
2024-11-25,SKU022,616,306,0,14.1,0,2,918
2024-12-02,SKU022,463,151,0,21.5,0,0,453
2024-12-09,SKU022,331,132,0,17.6,0,0,396
2024-12-16,SKU022,1352,162,1183,58.4,0,6,486
2024-12-23,SKU022,1164,182,0,44.8,0,4,546
2024-12-30,SKU022,1115,45,0,173.4,0,1,135
2023-01-02,SKU023,2239,343,2413,45.7,0,12,1029
2023-01-09,SKU023,2044,183,0,78.2,0,12,549
2023-01-16,SKU023,1834,198,0,64.8,0,2,594
2023-01-23,SKU023,1565,267,0,41.0,0,8,801
2023-01-30,SKU023,1437,120,0,83.8,0,9,360
2023-02-06,SKU023,1384,44,0,220.1,0,2,132
2023-02-13,SKU023,1285,97,0,92.7,0,7,291
2023-02-20,SKU023,1239,39,0,222.3,0,8,117
2023-02-27,SKU023,1155,76,0,106.4,0,1,228
2023-03-06,SKU023,1043,111,0,65.8,0,4,333
2023-03-13,SKU023,914,125,0,51.2,0,5,375
2023-03-20,SKU023,822,87,0,66.1,0,1,261
2023-03-27,SKU023,745,76,0,68.6,0,5,228
2023-04-03,SKU023,618,122,0,35.5,0,0,366
2023-04-10,SKU023,504,114,0,30.9,0,1,342
2023-04-17,SKU023,437,66,0,46.3,0,0,198
2023-04-24,SKU023,349,88,0,27.8,0,0,264
2023-05-01,SKU023,298,51,0,40.9,0,0,153
2023-05-08,SKU023,255,43,0,41.5,0,1,129
2023-05-15,SKU023,209,45,0,32.5,0,0,135
2023-05-22,SKU023,175,34,0,36.0,0,0,102
2023-05-29,SKU023,146,29,0,35.2,0,0,87
2023-06-05,SKU023,307,49,210,43.9,0,1,147
2023-06-12,SKU023,269,37,0,50.9,0,1,111
2023-06-19,SKU023,212,56,0,26.5,0,1,168
2023-06-26,SKU023,156,55,0,19.9,0,1,165
2023-07-03,SKU023,137,18,0,53.3,0,0,54
2023-07-10,SKU023,92,45,0,14.3,0,0,135
2023-07-17,SKU023,302,31,241,68.2,0,0,93
2023-07-24,SKU023,276,26,0,74.3,0,0,78
2023-07-31,SKU023,199,77,0,18.1,0,0,231
2023-08-07,SKU023,547,84,432,45.6,0,2,252
2023-08-14,SKU023,439,106,0,29.0,0,3,318
2023-08-21,SKU023,383,53,0,50.6,0,0,159
2023-08-28,SKU023,287,96,0,20.9,0,1,288
2023-09-04,SKU023,197,89,0,15.5,0,0,267
2023-09-11,SKU023,741,110,654,47.2,0,4,330
2023-09-18,SKU023,571,166,0,24.1,0,0,498
2023-09-25,SKU023,473,98,0,33.8,0,1,294
2023-10-02,SKU023,2274,284,2086,56.0,0,5,852
2023-10-09,SKU023,2026,243,0,58.4,0,5,729
2023-10-16,SKU023,1683,338,0,34.9,0,5,1014
2023-10-23,SKU023,1536,142,0,75.7,0,9,426
2023-10-30,SKU023,1276,251,0,35.6,0,8,753
2023-11-06,SKU023,1109,159,0,48.8,0,8,477
2023-11-13,SKU023,802,299,0,18.8,0,5,897
2023-11-20,SKU023,2003,274,1480,51.2,0,2,822
2023-11-27,SKU023,1760,241,0,51.1,0,2,723
2023-12-04,SKU023,1519,239,0,44.5,0,4,717
2023-12-11,SKU023,1199,316,0,26.6,0,2,948
2023-12-18,SKU023,886,311,0,19.9,0,4,933
2023-12-25,SKU023,591,291,0,14.2,0,3,873
2024-01-01,SKU023,1841,224,1477,57.5,0,7,672
2024-01-08,SKU023,1548,286,0,37.9,0,2,858
2024-01-15,SKU023,1399,147,0,66.6,0,1,441
2024-01-22,SKU023,1245,153,0,57.0,0,6,459
2024-01-29,SKU023,1070,169,0,44.3,0,6,507
2024-02-05,SKU023,973,91,0,74.8,0,0,273
2024-02-12,SKU023,875,98,0,62.5,0,1,294
2024-02-19,SKU023,745,129,0,40.4,0,1,387
